thread_link,thread_title,is_main_post,user,time,text
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13897055-Proof_of_Disability_for_Canadians_in_Europe-Traveling_With_Disabilities.html,Proof of Disability for Canadians in Europe,False,hermanaeriza,4 years ago,"I’d suggest it mentions what the disability is and it severel affects your mobility, requiring you to use a scooter.



My doctor is very good and obliging at writing any letters."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13897055-Proof_of_Disability_for_Canadians_in_Europe-Traveling_With_Disabilities.html,Proof of Disability for Canadians in Europe,False,AlbertaMel,4 years ago,"We are Canadian, and are planning a trip to London, Paris, and a Mediterranean cruise with various ports in Italy, Marseilles, Barcelona, and others. My mom uses a mobility scooter and my Dad walks with a cane.



 I keep reading about people with disabilities and their carers being able to get free admission (and being able to skip the line) at some attractions. But I can't find anything about whether this would be available to Canadians, and what we need to show to be able to use this. Does anyone know if we could get this for both of my parents, what they would need to get the necessary Proof of Disability, and where they would get it?"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13897055-Proof_of_Disability_for_Canadians_in_Europe-Traveling_With_Disabilities.html,Proof of Disability for Canadians in Europe,False,AlbertaMel,4 years ago,Thank you! 😀
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13897055-Proof_of_Disability_for_Canadians_in_Europe-Traveling_With_Disabilities.html,Proof of Disability for Canadians in Europe,False,,3 years ago,This topic has been closed to new posts due to inactivity.What are forum guidelines?
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13123632-Travel_Insurance_following_breast_cancer_operation-Traveling_With_Disabilities.html,Travel Insurance following breast cancer operation,True,NottmMagpie,6 years ago,"As this is almost upon my wife, I just wanted to get a high level view on getting travel insurance after such an operation.

Obviously we are hoping that the operation is successful, removes the cancer, followed by some radio therapy and then a breast reconstruction.

Has anybody tried to get travel insurance in this circumstance ?



I have read some horrendous examples of well known TV advertised (UK) travel insurance companies that seem to take pride in never ever paying out on a claim. 



I really hope that due to this appalling disease our days of flying to the USA and Canada are not over due to prohibitive insurance premiums. I am also asking for advice from MacMillan. 

All replies appreciated."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13123632-Travel_Insurance_following_breast_cancer_operation-Traveling_With_Disabilities.html,Travel Insurance following breast cancer operation,False,,6 years ago,"Tripadvisor staff removed this post at the original author's request.What are forum guidelines?
Edited: 2 years ago"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13123632-Travel_Insurance_following_breast_cancer_operation-Traveling_With_Disabilities.html,Travel Insurance following breast cancer operation,False,NottmMagpie,6 years ago,"Good for you for being so positive.

That is pretty much my wifes situation.

All Clear and Staysure are the 2 that get absolutely crucified on the internet for being absolutely useless and determined not to pay out.

I won't be usimg either.

Their reviews are shocking."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13123632-Travel_Insurance_following_breast_cancer_operation-Traveling_With_Disabilities.html,Travel Insurance following breast cancer operation,False,scoodly,6 years ago,"Hi



This MSE guide might reveal an option or two that you have not come across yet:



https://www.moneysavingexpert.com/insurance/pre-existing-travel-insurance/



All the best.



scoodly"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13123632-Travel_Insurance_following_breast_cancer_operation-Traveling_With_Disabilities.html,Travel Insurance following breast cancer operation,False,NottmMagpie,6 years ago,Thank you Scoodly
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13123632-Travel_Insurance_following_breast_cancer_operation-Traveling_With_Disabilities.html,Travel Insurance following breast cancer operation,False,smudge99,6 years ago,"I would always ready bad reviews with a certain amount of scepticism. Many of those who complain will be because either the insurance is not suitable for them, they did not read the T&Cs or they breached the T&Cs. The vast majority of customers will be satisfied and never post a positive review.



It is your responsibility to read T&Cs, declare all medical conditions and make sure the insurance meets your needs.



All Clear is a search engine as well. Have used both all clear and stay safe for insurance. Both gave good cover for our needs."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13123632-Travel_Insurance_following_breast_cancer_operation-Traveling_With_Disabilities.html,Travel Insurance following breast cancer operation,False,Hilary A,6 years ago,"I removed my post above because I was upset by the comment about using All Clear. Last night I did some research and am still happy with using my Yearly All Clear Travel Insurance. It was recommended to me via a group to do with my other disabilities and they were happy to add about my breast cancer operation and treatment to my policy with an additional charge.



My cancer treatment unfortunately created another problem which is taking a long time to sort out. 2020 has to be better than 2019!
Edited: 6 years ago"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13123632-Travel_Insurance_following_breast_cancer_operation-Traveling_With_Disabilities.html,Travel Insurance following breast cancer operation,False,hermanaeriza,6 years ago,"We have used AllClear for the past couple of years for an annual policy. My OH has had colon cancer and we have both had skin cancer. Admittedly we haven’t had too claim, but I thought they are one of the companies recommended by McMillan."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13123632-Travel_Insurance_following_breast_cancer_operation-Traveling_With_Disabilities.html,Travel Insurance following breast cancer operation,False,smudge99,6 years ago,"OP, it would be interesting to see the reviews that have crucified AllClear and Stay Sure. Can you post the links? I also thought both companies were highly recommended."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13123632-Travel_Insurance_following_breast_cancer_operation-Traveling_With_Disabilities.html,Travel Insurance following breast cancer operation,False,MistyCat_8,6 years ago,"Had exactly the same but on both sides. We use nationwide flex plus account which includes travel insurance and European break down insurance. I rang and asked them to exclude breast cancer as a claim item which they did. As we know, it's not really an emergency illness. We pay an extra premium however as we wanted my husband's stroke history to be covered in case anything happens while we are away."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13123632-Travel_Insurance_following_breast_cancer_operation-Traveling_With_Disabilities.html,Travel Insurance following breast cancer operation,False,,5 years ago,This topic has been closed to new posts due to inactivity.What are forum guidelines?
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13140514-Using_a_mobility_scooter_in_France_Biscarrosse-Traveling_With_Disabilities.html,Using a mobility scooter in France (Biscarrosse),True,Hanlondi,6 years ago,"I have mobility issues and require the use of a mobility scooter, we are visiting and staying in Biscarrosse this summer and wondered if it is acceptable in the area, if anyone can help it would be great appreciated"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13140514-Using_a_mobility_scooter_in_France_Biscarrosse-Traveling_With_Disabilities.html,Using a mobility scooter in France (Biscarrosse),False,HeatSeeker,6 years ago,"Hi, and welcome to the forum.

You might also want to ask in the Biscarrosse forum https://www.tripadvisor.co.uk/ShowForum-g656490-i17611-Biscarrosse_Landes_Nouvelle_Aquitaine.html

But there hasn't been much activity there in the last year, at least in English."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13140514-Using_a_mobility_scooter_in_France_Biscarrosse-Traveling_With_Disabilities.html,Using a mobility scooter in France (Biscarrosse),False,Hanlondi,6 years ago,"Thank you , I will take a look"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13140514-Using_a_mobility_scooter_in_France_Biscarrosse-Traveling_With_Disabilities.html,Using a mobility scooter in France (Biscarrosse),False,hermanaeriza,6 years ago,"I have no idea where in France Biscarosse is, but I take my mobility scooter to France 3 or 4 times a year and find the majority of places very accessible. The French ar3 also helpful and sympathetic to people with disabilities, so I can’t imagine you will have a problem."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13140514-Using_a_mobility_scooter_in_France_Biscarrosse-Traveling_With_Disabilities.html,Using a mobility scooter in France (Biscarrosse),False,Hanlondi,6 years ago,"Thank you so much , on previous visits over the last 20 years I don’t think I’ve ever seen one so was starting to worry. 

Your comment has been very comforting thank you. Biscarrosse by the way is on the Atlantic coast between La Rochelle & st biarritz"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13140514-Using_a_mobility_scooter_in_France_Biscarrosse-Traveling_With_Disabilities.html,Using a mobility scooter in France (Biscarrosse),False,hermanaeriza,6 years ago,"You’ll be fine. We stayed a bit further up the coast a couple of years ago as OH very interested in WWII history and wanted to visit the Nazi submarine Pens. We take the car.



BTW you know disabled visitors plus carer get free entrance in all museums in a France. 



I fancy visiting La Rochelle as I believe it is very pretty."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13140514-Using_a_mobility_scooter_in_France_Biscarrosse-Traveling_With_Disabilities.html,Using a mobility scooter in France (Biscarrosse),False,Hanlondi,6 years ago,Thank you for that . La Rochelle is lovely and well worth a visit .
https://www.tripadvisor.com/ShowTopic-g1-i12336-k13140514-Using_a_mobility_scooter_in_France_Biscarrosse-Traveling_With_Disabilities.html,Using a mobility scooter in France (Biscarrosse),False,,5 years ago,This topic has been closed to new posts due to inactivity.What are forum guidelines?
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,True,tortoise123_12,13 years ago,Is a disabled passenger allowed to take a walker/rollator on board the aircraft with them or must it be put in the luggage the same as a pushchair.
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,johnb121,13 years ago,"You'll need to check the airline's rules. But, for example, here's what Virgin Atlantic say : http://www.virgin-atlantic.com/gb/en/travel-information/special-assistance/mobility-impaired/mobility-aids-manual-wheelchairs.html"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,,13 years ago,"This post was determined to be inappropriate by the Tripadvisor community and has been removed.
Edited: 12 years ago"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,cacaj,13 years ago,"Do not know about walkers but out of four flights with an electric scooter we have had four different procedures/ combinations of where the scooter goes, where the batteries go etc. book special assistance with your airline, arrive early and expect everything the special assistance folk told you to change on the ground.. But travel anyway! So long as you tell thembecause in advance what you can and cannot do it is their responsibility to get you there!!"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,cacaj,13 years ago,Techno weird my last post to another forum has turned up here !! Sorry folks.
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Busy-retired,13 years ago,"The answer to this question not only varies from airline to airline, but from type of aircraft to type of aircraft, and occasionally from one flight crew to another. On most occasions when I have traveled with my walker it has been gate checked and delivered back to me at the door of the plane when we arrive. This is OK with me. My walker is rather large and I would not use it while I was on the plane.



On a couple of occasions a kind flight attendant took my folded walker and put it in a closet on board the plane. On those occasions when I have been flying First Class with my walker it has always been stored in an on board closet.



So....it really just depends. If you cannot manage on the aircraft without your walker, you probably need to get some very specific answers from the airline which you are using."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,tortoise123_12,13 years ago,"Thanks for all your messages I have sent two e mails to the airline but have not had a reply yet but what I think is best to do if I put the walker in the hold with the luggage and use a walking stick from the ambilift onto the plane, my wife will be with me so I should be ok."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,allanh187,13 years ago,"GREETINGS, I have traveled from the US to INDIA with a rollator and had few problems. i usually walk to the door of the plane and leave the rollator outside . I do not have any balance (ataxia) so I very carefully hold on to anything I can and go to my seat .1st on the plane last off When we land they will have the rollator waiting at the door of the plane. HINT if your basket detatches take it and put it in the overhead they will loose it see picture of me at TAJ MAHAL with rollator in my review of TAJ MAHAL. they put the rollator in the bottom of the plane with the baggage and will put a GATE PASS TAG on it at check in. Ask me any questions I plan to go to NEPAL in APRIL"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Dave1001,12 years ago,"I check my rollitor as luggage and never have a problem.
Edited: 12 years ago"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Lesli W,12 years ago,"For those traveling with rollators, do you also need toilet safety products such as raised toilet seats. If so, what do you do, since these are not portable?"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,bubbiekel,12 years ago,"I usually check my walker and am taken to the gate and on to the plane in the airline's wheelchair. I do the same procedure getting off. First on, last off, but it works for me."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,tortoise123_12,13 years ago,Is a disabled passenger allowed to take a walker/rollator on board the aircraft with them or must it be put in the luggage the same as a pushchair.
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Dave1001,12 years ago,"I suspect the smaller, budget airlines, have different procedures than the majors, On my last trip from Malaysia to the States, in business class, the final leg from DC to PGH, PA was terrible. I was loaded last and was expected to get out of the wheelchair and climb the stairs to enter the plane. Then 2 of them said that would carry me up the stairs. I weigh 230 pounds 74"" and I refused. Finally they came up with a ramp that was only slightly wider than the wheel chair and struggled getting me in the plane.



I frequently travel around in Asia and when possible use Thai Airlines. Their service for disabled persons is excellent. At check in they quickly place you in a wheelchair for loading one on the plane, If the plane does not have direct access in the terminal, you are loaded into a lift equipped truck, with 2 attendants and taken to the plane for loading. This is the process followed for any class ticket, Upon landing the process is repeated other than getting off the plane last.



Again, I suggest to stay away from the budget airlines if you are disabled and can afford the major airlines."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,,11 years ago,"Tripadvisor staff removed this post because it did not meet Tripadvisor's forum posting guidelines with prohibiting self-promotional advertising or solicitation.What are forum guidelines?
Edited: 11 years ago"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,,11 years ago,Tripadvisor staff removed this post because it did not meet Tripadvisor's forum posting guidelines with prohibiting self-promotional advertising or solicitation.What are forum guidelines?
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Dave1001,11 years ago,"Free as luggage.



What would one do with it on board?"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Busy-retired,11 years ago,I generally check mine and use wheelchair service in the airport. Occasionally I will walk to the plane and gate check the walker. There is no charge for checking a mobility device.
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,lyndsay s,11 years ago,Can i take my walker on the jet star plane
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Hilary C,11 years ago,"For those who check their rollators, do you use straps or pack it in a bag to protect it in the cargo hold? Suggestions welcome both for plane travel and for a river cruise."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Hilary C,11 years ago,"For those who check their rollators, do you use straps or pack it in a bag to protect it in the cargo hold? Suggestions welcome both for plane travel and for a river cruise."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,hermanaeriza,11 years ago,"dave1001



I often travel on budget airlines and find they are no different than any major airlines. In fact dealing with SA passengers they are often better, particularly as they have their admin department s in the UK and tend to understand your requirements. Not so like some large airlines who have admin departments in counties where English is not the official language of the country."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,CamarilloBen,11 years ago,"How do you package your rollator? Do you have a cardboard box or other case or bag? What do you have and where did you get it. I've been shipping mine in a nylon bag and I've had two seats broken so far.

bendent@gmail.com"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,tortoise123_12,13 years ago,Is a disabled passenger allowed to take a walker/rollator on board the aircraft with them or must it be put in the luggage the same as a pushchair.
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,qcat2015,10 years ago,"Hi,

May I ask what kind of walker you have, my wife has just begun to have to use one and we travel a lot."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,bvseth,10 years ago,"My rollator is Canadian, a Hugo. It has a light weight x-frame. Folds completely, including the basket. It also has a seat. Much lighter weight than my old one."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Diana L,10 years ago,"I intend to check my rollator as luggage as well, but when it's folded, it doesn't seem to ""lock"" or snap shut - in other words, if you lean it toward either side it just flops open. Would securing it shut with a bungy cord help?
Edited: 10 years ago"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Dave1001,10 years ago,i would do that
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,gilirenekiss,9 years ago,"I need to check in my rollator as I can manage by requesting a wheelchair while boarding and dis-boarding.

What is the procedure?"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,gilirenekiss,9 years ago,"How do I check in my walker/rollator when I get to the airport as I request a wheelchair for boarding and disboarding? I do not need my walker when I walk on the plane.

Please advise."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Diana L,9 years ago,"I've recently started traveling with a Drive Rollator walker, and have had no problem at all. I simply bring it to the ticket counter with me when I check my luggage (curbside checkin works, too). I tell them I have 1 or 2 pieces of luggage and an assistive device and (at least on Southwest) you will not be charged for the extra luggage. Mine doesn't secure shut, so I found this great stuff - Hugo's Tape available on Amazon. It sticks only to itself and tightly secures the walker shut. I bring a tiny pair of scissors to quickly cut the tape open when I land. Once you check the walker the sky caps will put you in a wheelchair and bring you to your gate. When the plane is boarding they will push you down the jetway and (best of all) you will be among the first to board (a blessing on Southwest!). Oh - and in that wheelchair you get through Security MUCH faster!!!"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,,9 years ago,"This post has been removed at the author's request.To read more about editing your posts, please follow this link: http://www.tripadvisor.com/help/how_to_edit_your_posts"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Wotsit,9 years ago,"Hi, Melisloan,



The OP, back in 2013, was from the UK, and different countries have different levels of rights protection for their less able pax.



What applies to Delta and other US airlines may not apply worldwide,



Mondial"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,112eleanor,9 years ago,"do you have to put a rollator into a bag when travelling by air or do you just label it and put it through when checking in luggage



Thanking you"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,tortoise123_12,13 years ago,Is a disabled passenger allowed to take a walker/rollator on board the aircraft with them or must it be put in the luggage the same as a pushchair.
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,112eleanor,9 years ago,"when travelling by air do you have to put a rollator into a bag or can you label it and put it through when your luggage is put through



thanking you

Eleanor"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Wotsit,9 years ago,"Hello Eleanor 



Welcome to TA upon joining today, and congratulations on your forum debut!



There are a number of previous replies to this question, so I recommend you have a look through them to see what other people's experience shows. 



Airline policies vary from airline to airline, and it would also help if you mention the name of the airline you are considering using.



Regards 



Mondial"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Sandy Jane W,9 years ago,Once on plane what is procedure with walker
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,,9 years ago,"This post has been removed at the author's request.To read more about editing your posts, please follow this link: http://www.tripadvisor.com/help/how_to_edit_your_posts"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Wotsit,9 years ago,"Sandy Jane W



I would suggest that you perhaps take the time to read some of the many previous replies to the original question which started this thread in March 2013, and if you don't find the information you need, you should provide more details about the airline and the route you are considering using, if you require meaningful and pertinent answers. 



I would also advise that the many people who try to assist other members here in the forums, ( entirely voluntarily) appreciate a little courtesy, and that the words "" please"" and "" thank you"" may make members feel more inclined to assist you if you require any more information. 



I wish you well



Mondial"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Marilyn C,9 years ago,Can I put a walker in the baggage area as I may need it when on tours
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,bestcornishcat,9 years ago,"Marilyn, I suggest you read Mondial's post immediately before yours then come back here with your question. Thanks."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Wotsit,9 years ago,"Marilyn C



Welcome to Tripadvisor.



I suggest you please read posts #32 and #35, to see if they answer your query.



Mondial"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,William G,8 years ago,how do you pack a walker for luggage check-in
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Mary W,8 years ago,Do you pay for a rollator on board
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,tortoise123_12,13 years ago,Is a disabled passenger allowed to take a walker/rollator on board the aircraft with them or must it be put in the luggage the same as a pushchair.
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Wotsit,8 years ago,"Mary W



Welcome to Tripadvisor upon joining today.



Which airline are you asking about , please?



Thank you......"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Alice C,8 years ago,My mom wants to keep her walker nearby (though out of the way) in a restaurant in case she needs to use the restroom quickly. Are there guidelines or rules someplace that give her the right to do this so restaurant personnel do not insist that it be far out of her reach?
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,hermanaeriza,8 years ago,"Alice



You don't say where you are, but in UK and Europe the staff are almost always helpful. In places that are cramped they may need to put it out of the way somewhere, but bring it to you when you ask for it."
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,SebastianD,8 years ago,"We rarely have any issue whatsoever keeping the walker close by...Usually folded up against a wall. It helps to ask for a table near a wall, obviously, as a walker standing in the middle of a room would be a problem. If our table is not full, we usually fold and lean it against the empty chair, again positioned so that wait-staff will not trip over it.
Edited: 8 years ago"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,HarveyIreland,8 years ago,"As others have said , most places don’t have an issue , but I’d mention It if making a reservation. Ireland isn’t great in some respects with those of us with walking issues but “ on the ground” most places will do their best If they have a little advance notice .
Edited: 8 years ago"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,MCraig2,8 years ago,I purchased an inexpensive roll of velcro on Amazon to secure my walker as it has no locks to keep it closed. Works perfectly!
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,MCraig2,8 years ago,I purchased an inexpensive roll of velcro on amazon.com and it works perfectly. You can cut it to the size you need. Hope that helps.
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,walkowiaktammy,8 years ago,My elderly Mother is Taking a vacation for a few week and she needs to take her folding walker with front wheels. She needs it to walk. Does Fronteer Airlines allow her walker on the plane? (walkowiaktammy@gmail.com)
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,walkowiaktammy,8 years ago,My Elderly Mom needs a walker to walk. She is taking a vacation flying with Fronteer Airlines.is she allowed to have her walker on the plane. She will need it getting off the plane.
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,walkowiaktammy,8 years ago,My Elderly Mom needs a walker to walk. She is taking a vacation flying with Fronteer Airlines.is she allowed to have her walker on the plane. She will need it getting off the plane.
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,tortoise123_12,13 years ago,Is a disabled passenger allowed to take a walker/rollator on board the aircraft with them or must it be put in the luggage the same as a pushchair.
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,carolclarkgarcia,8 years ago,I use a Rollator Walker that folds up. Can I bring this on a United Flight with me?
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,carolclarkgarcia,8 years ago,United Airlines
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Wotsit,8 years ago,"Have you actually looked at their website?





https://www.united.com/web/en-US/content/travel/specialneeds/disabilities/custwheelchair.aspx"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Dee S,8 years ago,"Hello! Did they charge you to check your walker?

Thank you!"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Wotsit,8 years ago,"Dee s 



Which member are you asking, and about which airline?"
https://www.tripadvisor.com/ShowTopic-g1-i12336-k6244558-Disability_walker_rollator-Traveling_With_Disabilities.html,Disability walker/rollator,False,Garuda S,8 years ago,"Hi to all. My wife and I are planning to visit Fiji shortly probably by Jet Airways from Hyderabad to Singapore and Fiji Airways from Singapore to Nadi. My wife has lumbo-cervical spondylosis and uses a walker for using the stairs. She has no need for a walker however while walking on level surfaces. Are walkers allowed for such travellers on flights?

Any information or advice in this matter is welcome. 

Regards.

Dr. Somanna"
